content,length,word_count,type
PRM/KA/RERA/1267/374/PR/301024/007193,37,1,javascript
NAKSHATRA NESTILO BLOCK-B,25,3,javascript
ACK/KA/RERA/1251/310/PR/180914/002627,37,1,javascript
PR/KN/180129/002508,19,1,javascript
SAMPRASIDDHI GREENEDGE,22,2,javascript
S RAMYA,7,2,javascript
GOPAL BADAVANE,14,2,javascript
PR/KN/170731/000503,19,1,javascript
Ajjampur Shubam Elite,21,3,javascript
ACK/KA/RERA/1268/378/PR/211221/005547,37,1,javascript
PRM/KA/RERA/1251/308/PR/290422/004855,37,1,javascript
ACK/KA/RERA/1251/308/PR/200617/004076,37,1,javascript
ACK/KA/RERA/1265/345/PR/201011/004293,37,1,javascript
PRM/KA/RERA/1251/472/PR/091024/007138,37,1,javascript
PRM/KA/RERA/1251/309/PR/171030/000993,37,1,javascript
KARNATAKA SLIM DEVELOPMENT BOARD,32,4,javascript
PRM/KA/RERA/1249/447/PR/210819/004278,37,1,javascript
PRM/KA/RERA/1257/333/PR/180611/001882,37,1,javascript
PR/KN/170830/001601,19,1,javascript
ACK/KA/RERA/1251/310/PR/180921/002645,37,1,javascript
PRM/KA/RERA/1251/472/PR/030223/005678,37,1,javascript
PR/KN/171017/002238,19,1,javascript
Poornachandra Enterprises,25,2,javascript
PRM/KA/RERA/1251/309/PR/171031/001152,37,1,javascript
PRM/KA/RERA/1249/447/PR/161123/006413,37,1,javascript
RD BUILDTECH AND DEVELOPERS(KAR)PVT LTD,39,5,javascript
VARAHA LAND PRIVATE LIMITED,27,4,javascript
ACK/KA/RERA/1267/374/PR/010224/007826,37,1,javascript
ACK/KA/RERA/1251/446/PR/180601/002295,37,1,javascript
S&amp;M Developers,18,2,javascript
PRM/KA/RERA/1251/310/PR/211024/007156,37,1,javascript
ACK/KA/RERA/1249/365/PR/200527/004022,37,1,javascript
Sattva Songbird,15,2,javascript
Sir M V Layout 2,16,5,javascript
SAROJ WHISPERING WINDS,22,3,javascript
ACK/KA/RERA/1251/309/PR/201003/004274,37,1,javascript
SKYHOUSES,9,1,javascript
PRM/KA/RERA/1251/308/PR/180524/001815,37,1,javascript
PRM/KA/RERA/1249/447/PR/171031/001641,37,1,javascript
PRM/KA/RERA/1251/308/PR/201215/003742,37,1,javascript
PRM/KA/RERA/1249/447/PR/171201/001928,37,1,javascript
PRM/KA/RERA/1267/374/PR/200109/003138,37,1,javascript
PRM/KA/RERA/1251/310/PR/170824/000118,37,1,javascript
ACK/KA/RERA/1251/308/PR/300424/008095,37,1,javascript
THE SHIMOGA HOUSING COOPERRATIVE SOCIETY LTD,44,6,javascript
Roland Meadows Estate Private Limited,37,5,javascript
ERROL FERNANDES,15,2,javascript
ANANDAYA CONSTRUCTION,21,2,javascript
PRM/KA/RERA/1257/334/PR/170924/007023,37,1,javascript
ACK/KA/RERA/1251/446/PR/090923/007430,37,1,javascript
PRM/KA/RERA/1251/309/PR/091123/006386,37,1,javascript
PRM/KA/RERA/1248/469/PR/210730/004189,37,1,javascript
M R COMFORT,11,3,javascript
PRM/KA/RERA/1263/419/PR/180130/002300,37,1,javascript
PRM/KA/RERA/1250/303/PR/160123/005623,37,1,javascript
ASPEN GREENS @ THE PRESTIGE CITY,32,6,javascript
ACK/KA/RERA/1251/308/PR/220423/007060,37,1,javascript
M/s. AISHWARYA DEVELOPERS,25,3,javascript
G V RAVICHANDRA,15,3,javascript
42 MARQUIS,10,2,javascript
PRM/KA/RERA/1250/303/PR/160622/005003,37,1,javascript
ACK/KA/RERA/1271/291/PR/190320/003141,37,1,javascript
River Valley Phase 1,20,4,javascript
GMC ONE,7,2,javascript
PR/KN/170809/001224,19,1,javascript
ACK/KA/RERA/1258/404/PR/300322/005817,37,1,javascript
MCP INFRA SERVICES AND PRODUCTS LLP &amp; LAXMI BUILDERS AND DEVELOPERS,71,11,javascript
Earthen Ambience,16,2,javascript
ACK/KA/RERA/1251/446/PR/180613/002339,37,1,javascript
"M/s. Deepa House building Co-Op Society Ltd.,",45,7,javascript
ACK/KA/RERA/1251/310/PR/060724/008315,37,1,javascript
ACK/KA/RERA/1257/334/PR/031022/006395,37,1,javascript
AMANYARA RESIDENCES,19,2,javascript
ELV Developers,14,2,javascript
CONSTRUCTION OF 516(GF) INDIVIDUAL UNITS,40,5,javascript
Puravankara limited,19,2,javascript
PRM/KA/RERA/1259/410/PR/171125/000491,37,1,javascript
PRM/KA/RERA/1248/469/PR/281024/007181,37,1,javascript
EARTHSONG BY MANYATA PHASE-4B,29,4,javascript
ACK/KA/RERA/1273/318/PR/300623/007242,37,1,javascript
MVS Royal Gardens,17,3,javascript
CONSTRUCTIONS OF 300 DU&#039;S IN PAVAGADA TOWN,47,7,javascript
ACK/KA/RERA/1251/310/PR/020224/007829,37,1,javascript
ACK/KA/RERA/1268/378/PR/290622/006090,37,1,javascript
ACK/KA/RERA/1250/307/PR/190623/007214,37,1,javascript
KK LUXURA,9,2,javascript
HSK DEVELOPERS (PROP PARVATHAMMA KRISHNAIAH),44,5,javascript
L K ENCLAVE,11,3,javascript
VIKAS PAWAR,11,2,javascript
NEELA RESIDENCY,15,2,javascript
ACK/KA/RERA/1268/378/PR/200428/004005,37,1,javascript
CENTURY STAR,12,2,javascript
PR/KN/170831/001670,19,1,javascript
BHUMIKA NORTH CITY,18,3,javascript
ACK/KA/RERA/1251/446/PR/201004/004276,37,1,javascript
ACK/KA/RERA/1249/447/PR/211023/005342,37,1,javascript
Sree Gurukrupa Groups,21,3,javascript
PR/KN/170731/000771,19,1,javascript
SAKURA BLOSSOM,14,2,javascript
SUVARNA THE GOLDEN GATE,23,4,javascript
Samriddhi Builders,18,2,javascript
S R ENCLAVE,11,3,javascript
MASCO BUILDERS &amp; DEVELOPERS,31,4,javascript
PRM/KA/RERA/1251/310/PR/270723/006098,37,1,javascript
SHELL PROMOTERS AND INFRA LLP,29,5,javascript
PRM/KA/RERA/1251/446/PR/171026/000371,37,1,javascript
ACK/KA/RERA/1272/394/PR/180704/002426,37,1,javascript
ACK/KA/RERA/1268/379/PR/221217/006616,37,1,javascript
PR/KN/180331/002928,19,1,javascript
Meda Heights,12,2,javascript
PRM/KA/RERA/1250/304/PR/070622/004962,37,1,javascript
SHIVA GANESH RESIDENCY,22,3,javascript
ACK/KA/RERA/1251/310/PR/180626/002393,37,1,javascript
PRASHANTH CHAYA LAYOUT 2,24,4,javascript
ACK/KA/RERA/1268/378/PR/210422/005874,37,1,javascript
PRM/KA/RERA/1251/446/PR/171208/001234,37,1,javascript
PRM/KA/RERA/1251/308/PR/240424/006833,37,1,javascript
PR/KN/180331/002924,19,1,javascript
PRM/KA/RERA/1251/309/PR/171118/001475,37,1,javascript
ACK/KA/RERA/1268/378/PR/161222/006614,37,1,javascript
ACK/KA/RERA/1257/334/PR/210318/004829,37,1,javascript
SKANDA SAGE,11,2,javascript
SLV ELANZA,10,2,javascript
SRI SAI GREEN LAND,18,4,javascript
ACK/KA/RERA/1251/310/PR/200919/004245,37,1,javascript
PRM/KA/RERA/1251/446/PR/171230/002141,37,1,javascript
MVN INFRASTRUCTURE PVT LTD,26,4,javascript
PRASHANTHA ENCLAVE,18,2,javascript
VAISHNO LUXURIA,15,2,javascript
Century Trails,14,2,javascript
RADIANCE BLOSSOM PHASE- II,26,4,javascript
ETERRNIA,8,1,javascript
ACK/KA/RERA/1251/308/PR/180824/002573,37,1,javascript
SCIONI PROJECTS,15,2,javascript
CANDEUR CONSTRUCTIONS,21,2,javascript
DHARMA ASSOCIATE,16,2,javascript
ACK/KA/RERA/1249/447/PR/191212/003749,37,1,javascript
AMBIKA LAYOUT,13,2,javascript
ROYAL INFRATECH BUILDERS &amp; DEVELOPERS,41,5,javascript
Alekhya Property Developments Pvt Ltd,37,5,javascript
ACK/KA/RERA/1254/465/PR/160323/006965,37,1,javascript
PRM/KA/RERA/1256/332/PR/210219/003928,37,1,javascript
GSK Builders &amp; Developers,29,4,javascript
ADITHYA HOMES PARADISE,22,3,javascript
GCORP HOMES PVT LTD,19,4,javascript
Pragna Estates,14,2,javascript
Kinfratech Vista,16,2,javascript
Surabhi Lotus,13,2,javascript
PRM/KA/RERA/1251/310/PR/180507/001658,37,1,javascript
Athmanandhasagara Layout Phase 2,32,4,javascript
ACK/KA/RERA/1258/404/PR/211011/005317,37,1,javascript
PR/KN/180306/002788,19,1,javascript
ACK/KA/RERA/1274/351/PR/100224/007860,37,1,javascript
Varalingappa KR,15,2,javascript
DS MAX (Prop : K V SATISH),26,7,javascript
RATHOD VATIKA,13,2,javascript
PRM/KA/RERA/1254/460/PR/210928/004321,37,1,javascript
ELEGANT TRANQUILITY,19,2,javascript
Aaspire Developers,18,2,javascript
PRM/KA/RERA/1251/309/PR/191015/002923,37,1,javascript
ACK/KA/RERA/1257/334/PR/250524/008180,37,1,javascript
Dayananda Rajendra,18,2,javascript
PRM/KA/RERA/1251/446/PR/240822/005183,37,1,javascript
PRM/KA/RERA/1268/381/PR/181226/002253,37,1,javascript
PRM/KA/RERA/1275/448/PR/190626/002631,37,1,javascript
ACK/KA/RERA/1271/486/PR/180605/002318,37,1,javascript
ACK/KA/RERA/1251/446/PR/201223/004464,37,1,javascript
PRM/KA/RERA/1251/310/PR/071123/006379,37,1,javascript
Suruchi Properties Private Limited,34,4,javascript
PRM/KA/RERA/1249/447/PR/190706/002658,37,1,javascript
PR/KN/170922/002148,19,1,javascript
vinay m kalal,13,3,javascript
ACK/KA/RERA/1251/310/PR/180524/008159,37,1,javascript
SHANTI DEVELOPERS,17,2,javascript
PRM/KA/RERA/1258/404/PR/220424/006820,37,1,javascript
PRM/KA/RERA/1254/460/PR/211124/004540,37,1,javascript
ACK/KA/RERA/1251/310/PR/181009/002706,37,1,javascript
Sea Green Phase 1,17,4,javascript
NEELGUND EKTA 6,15,3,javascript
Apoorva Builders,16,2,javascript
Nakshatra Township,18,2,javascript
PRM/KA/RERA/1251/446/PR/130722/005067,37,1,javascript
AHP ARSIKERE-1310 PMAY URBAN,28,4,javascript
PR/KN/170804/000905,19,1,javascript
Nava Jyothi Shelters Pvt Ltd,28,5,javascript
ACK/KA/RERA/1257/334/PR/211222/006642,37,1,javascript
ACK/KA/RERA/1263/419/PR/190424/003242,37,1,javascript
ACK/KA/RERA/1250/303/PR/180608/002327,37,1,javascript
PRM/KA/RERA/1250/302/PR/190626/002628,37,1,javascript
BLUE MEADOWS,12,2,javascript
ACK/KA/RERA/1251/310/PR/150222/005675,37,1,javascript
PR/KN/170831/001804,19,1,javascript
S V Mahendra,12,3,javascript
PRM/KA/RERA/1268/378/PR/211117/004527,37,1,javascript
The Central Regency Address,27,4,javascript
PR/KN/180112/002655,19,1,javascript
Desai Developers,16,2,javascript
PRM/KA/RERA/1249/447/PR/230123/005656,37,1,javascript
ACK/KA/RERA/1251/310/PR/190822/006261,37,1,javascript
Vikram Structures Pvt Ltd,25,4,javascript
PRM/KA/RERA/1251/310/PR/030924/006984,37,1,javascript
PRM/KA/RERA/1251/446/PR/070622/004966,37,1,javascript
PR/KN/170730/000458,19,1,javascript
RAI ESTATES AND BUILDERS PRIVATE LIMITED,40,6,javascript
SARATHI BUILDTECH,17,2,javascript
ACK/KA/RERA/1271/486/PR/251022/006463,37,1,javascript
Aashrayaa Eco city,18,3,javascript
Ganesh plaza,12,2,javascript
Provident Housing Limited,25,3,javascript
AKR PROPERTY DEVELOPERS PRIVATE LIMITED,39,5,javascript
KNS ALORA,9,2,javascript
Peninsula Infra Developments Pvt Ltd,36,5,javascript
PRM/KA/RERA/1251/446/PR/180130/002413,37,1,javascript
PRM/KA/RERA/1251/309/PR/060324/006678,37,1,javascript
Abdul Rauf Puthige,18,3,javascript
SHIVANNA A PATIL,16,3,javascript
FORTUNE HIGHWAY-2,17,2,javascript
PRM/KA/RERA/1249/447/PR/200722/003502,37,1,javascript
PRM/KA/RERA/1263/419/PR/200304/003318,37,1,javascript
Laxmi Govind,12,2,javascript
NVR Sunpearl Block B,20,4,javascript
ACK/KA/RERA/1274/351/PR/210422/005872,37,1,javascript
PRM/KA/RERA/1251/446/PR/171026/000825,37,1,javascript
PR/KN/170731/000645,19,1,javascript
Satyashri (Shubham Apartment),29,3,javascript
Construction of 2446 Dus at Mandakalli Mysore,45,7,javascript
PR/KN/170729/000156,19,1,javascript
SLV BRINDHAVAN,14,2,javascript
PR/KN/170831/001790,19,1,javascript
PR/KN/170831/001755,19,1,javascript
ACK/KA/RERA/1250/304/PR/190731/003474,37,1,javascript
VASUDHA BUILDERS,16,2,javascript
63 Degree East - Tower F,24,6,javascript
Koturs Elegance,15,2,javascript
ACK/KA/RERA/1257/334/PR/040622/006013,37,1,javascript
sulthan view 2,14,3,javascript
MAHAVEER TURQUOISE,18,2,javascript
RADIANT KAIRA,13,2,javascript
Ozone Chambers - Residential,28,4,javascript
ACK/KA/RERA/1251/446/PR/161023/007518,37,1,javascript
PRM/KA/RERA/1268/378/PR/220614/004975,37,1,javascript
C.R.SURESHA,11,1,javascript
PRM/KA/RERA/1251/309/PR/211008/004350,37,1,javascript
PRM/KA/RERA/1251/446/PR/170524/006883,37,1,javascript
PRM/KA/RERA/1268/378/PR/190712/002683,37,1,javascript
ACK/KA/RERA/1249/447/PR/211025/005376,37,1,javascript
PRM/KA/RERA/1257/334/PR/180120/002258,37,1,javascript
ACK/KA/RERA/1257/334/PR/200206/003881,37,1,javascript
KEYA HOMES INFRA LLP,20,4,javascript
Kengeri Diamond,15,2,javascript
Nikhil Developers,17,2,javascript
ACK/KA/RERA/1254/464/PR/201125/004394,37,1,javascript
PRM/KA/RERA/1254/465/PR/210312/004017,37,1,javascript
ACK/KA/RERA/1258/404/PR/050623/007169,37,1,javascript
PRM/KA/RERA/1248/440/PR/201222/003757,37,1,javascript
Ruchira Aarna Homes,19,3,javascript
KANAKAGIRI MALLIKARJUNA STEELS AND STONES PVT LTD,49,7,javascript
Nirmala Constructions,21,2,javascript
PRM/KA/RERA/1249/447/PR/190913/002880,37,1,javascript
GREEN WOODS GARDENS EXTENSION-3A,32,4,javascript
ACK/KA/RERA/1268/378/PR/021023/007480,37,1,javascript
ACK/KA/RERA/1258/406/PR/210128/004559,37,1,javascript
CM LAYOUT,9,2,javascript
Shivakamal Township,19,2,javascript
PRM/KA/RERA/1273/318/PR/180601/001836,37,1,javascript
ACK/KA/RERA/1251/472/PR/080523/007089,37,1,javascript
ACK/KA/RERA/1267/374/PR/201015/004308,37,1,javascript
LAKESIDE 24,11,2,javascript
PRM/KA/RERA/1251/446/PR/171208/000187,37,1,javascript
PRM/KA/RERA/1268/378/PR/070622/004967,37,1,javascript
PR/KN/170831/001817,19,1,javascript
N G Developers,14,3,javascript
Rajnandini Residency,20,2,javascript
PRM/KA/RERA/1251/310/PR/030822/005129,37,1,javascript
S PANKAJ KUMAR,14,3,javascript
ANEKA HOMES,11,2,javascript
Vakil Housing Development Corporation Pvt. Ltd.,47,6,javascript
ABHEE NANDANA BLOCK-C,21,3,javascript
PRM/KA/RERA/1268/378/PR/220722/005093,37,1,javascript
Prestige MSR Heights,20,3,javascript
PRM/KA/RERA/1259/410/PR/171223/001339,37,1,javascript
PRM/KA/RERA/1251/446/PR/191015/002914,37,1,javascript
Palace Gardens,14,2,javascript
PRM/KA/RERA/1257/334/PR/191116/003026,37,1,javascript
ACK/KA/RERA/1251/309/PR/150322/005778,37,1,javascript
RENUKARAJA C H,14,3,javascript
Sai Shakthi Shreya,18,3,javascript
ACK/KA/RERA/1251/308/PR/280422/005890,37,1,javascript
ACK/KA/RERA/1268/378/PR/040122/005568,37,1,javascript
ACK/KA/RERA/1258/404/PR/210824/005167,37,1,javascript
Mysore university Employees Housing Co-operative Society Limited.,65,7,javascript
ACK/KA/RERA/1263/419/PR/190914/003551,37,1,javascript
ACK/KA/RERA/1251/310/PR/200529/004027,37,1,javascript
Makanur Layout,14,2,javascript
PRM/KA/RERA/1251/446/PR/130723/006056,37,1,javascript
ACK/KA/RERA/1251/310/PR/210601/004995,37,1,javascript
One leaf,8,2,javascript
PRM/KA/RERA/1251/310/PR/171102/001811,37,1,javascript
Lakepoint Builder Private Limited,33,4,javascript
ACK/KA/RERA/1251/446/PR/180923/007448,37,1,javascript
PR/KN/170824/001487,19,1,javascript
Ms ARS INFRAA,13,3,javascript
K N PRAKASH,11,3,javascript
ABD Builders,12,2,javascript
Shiv Shankar Nagar,18,3,javascript
SLN DREAMS PHASE 4,18,4,javascript
PRM/KA/RERA/1248/469/PR/040422/004810,37,1,javascript
Milan Vasanth,13,2,javascript
DIAMOND BLOSSOMS,16,2,javascript
ACK/KA/RERA/1251/310/PR/180425/002195,37,1,javascript
PRM/KA/RERA/1251/309/PR/171031/001417,37,1,javascript
PRM/KA/RERA/1251/308/PR/150324/006705,37,1,javascript
PRM/KA/RERA/1257/334/PR/171118/001117,37,1,javascript
ACK/KA/RERA/1259/412/PR/211023/005327,37,1,javascript
ACK/KA/RERA/1267/375/PR/190208/003032,37,1,javascript
ACK/KA/RERA/1251/310/PR/180417/002181,37,1,javascript
PRM/KA/RERA/1251/446/PR/200924/007053,37,1,javascript
PRM/KA/RERA/1251/308/PR/260523/005949,37,1,javascript
ESHWARI NAGAR,13,2,javascript
PRM/KA/RERA/1270/302/PR/121222/005514,37,1,javascript
PRM/KA/RERA/1251/308/PR/171031/001360,37,1,javascript
PRM/KA/RERA/1267/374/PR/071124/007200,37,1,javascript
ACK/KA/RERA/1251/446/PR/071122/006504,37,1,javascript
A &amp; A DEVELOPERS,20,4,javascript
M/s. Venkateshwara Builders,27,3,javascript
PR/KN/170731/000521,19,1,javascript
PRM/KA/RERA/1248/469/PR/191130/003051,37,1,javascript
MITHILA SPLENDOR,16,2,javascript
ACK/KA/RERA/1268/378/PR/110123/006720,37,1,javascript
PRM/KA/RERA/1273/318/PR/180328/002597,37,1,javascript
Blue Valley Properties Pvt Ltd,30,5,javascript
SIGNATURE GRANDE,16,2,javascript
PRM/KA/RERA/1257/334/PR/171014/000110,37,1,javascript
PR/KN/180320/002837,19,1,javascript
PRM/KA/RERA/1251/446/PR/210219/003942,37,1,javascript
PRM/KA/RERA/1259/479/PR/181010/002042,37,1,javascript
Shree Enclave Mysore (iT Park) 3A,33,6,javascript
UTTAMCHAND BHATEWARE,20,2,javascript
ACK/KA/RERA/1268/378/PR/070324/007934,37,1,javascript
ACK/KA/RERA/1251/309/PR/180622/002374,37,1,javascript
ACK/KA/RERA/1251/446/PR/260823/007397,37,1,javascript
BIRD SONG,9,2,javascript
PRM/KA/RERA/1262/429/PR/220526/004924,37,1,javascript
ACK/KA/RERA/1258/404/PR/190822/006258,37,1,javascript
MALLIKARJUN BASAWARAJ SHRIKANTH,31,3,javascript
PRIME SYMPHONY,14,2,javascript
PR/KN/171226/002569,19,1,javascript
Land Capital Calista,20,3,javascript
Sobha Dream Gardens Phase 1 – Wing 8 and 9,42,10,javascript
Grasslands – Commercial,23,3,javascript
ACK/KA/RERA/1259/479/PR/201012/004295,37,1,javascript
SHREE MAHALAXMI INFRA,21,3,javascript
Godrej Splendour,16,2,javascript
PRM/KA/RERA/1257/334/PR/180328/002621,37,1,javascript
ACK/KA/RERA/1260/417/PR/211024/005346,37,1,javascript
ARUNA PRIYA,11,2,javascript
Sakeena Plaza B BLock,21,4,javascript
PRM/KA/RERA/1274/352/PR/211117/004518,37,1,javascript
Varahaa Developpers,19,2,javascript
PRISHA VENTURES,15,2,javascript
OM MALLIKARJUNA,15,2,javascript
ACK/KA/RERA/1251/310/PR/130323/006950,37,1,javascript
SAI SANNIDHI,12,2,javascript
ACK/KA/RERA/1273/487/PR/191121/003699,37,1,javascript
PRM/KA/RERA/1251/446/PR/171207/002464,37,1,javascript
PRM/KA/RERA/1251/446/PR/190328/002498,37,1,javascript
ACK/KA/RERA/1254/465/PR/010222/005634,37,1,javascript
PRM/KA/RERA/1250/303/PR/180504/001603,37,1,javascript
SHREESHA ENCLAVE,16,2,javascript
PR/KN/180327/002909,19,1,javascript
PRM/KA/RERA/1254/465/PR/181103/002114,37,1,javascript
Shree Enclave Mysore (iT Park) 4B,33,6,javascript
"government employees house building co-op.society ltd.,",55,6,javascript
ACK/KA/RERA/1263/419/PR/200318/003987,37,1,javascript
SMT LAKSHMI HARIHARAN,21,3,javascript
ACK/KA/RERA/1251/308/PR/140123/006729,37,1,javascript
MYTHRI ARTEOR,13,2,javascript
PRM/KA/RERA/1251/308/PR/160824/006973,37,1,javascript
KOUSALYADEVI BALDAWA,20,2,javascript
ACK/KA/RERA/1272/401/PR/040324/007914,37,1,javascript
ACK/KA/RERA/1251/446/PR/190213/003045,37,1,javascript
Elegant Properties,18,2,javascript
PRM/KA/RERA/1251/308/PR/190921/002902,37,1,javascript
ACK/KA/RERA/1251/309/PR/210205/004645,37,1,javascript
Navya Builders and Developers,29,4,javascript
PRM/KA/RERA/1268/379/PR/181226/002247,37,1,javascript
PRM/KA/RERA/1251/310/PR/041023/006300,37,1,javascript
PRM/KA/RERA/1273/318/PR/210422/004842,37,1,javascript
PRM/KA/RERA/1251/309/PR/180328/000585,37,1,javascript
SVARNA SAMRUDDHI PARADISE,25,3,javascript
ACK/KA/RERA/1251/446/PR/181013/002717,37,1,javascript
sannamma,8,1,javascript
Shree Basaveshwara Layout,25,3,javascript
PRM/KA/RERA/1251/446/PR/201001/003629,37,1,javascript
PRM/KA/RERA/1249/365/PR/171015/000217,37,1,javascript
PRM/KA/RERA/1251/308/PR/190924/007046,37,1,javascript
PRM/KA/RERA/1268/378/PR/041123/006374,37,1,javascript
PRM/KA/RERA/1251/309/PR/200117/003179,37,1,javascript
Rajarajeshware Buillcon pvt ltd,31,4,javascript
ARATT CITYSCAPES PROJECT LLP,28,4,javascript
Ozone Chambers - Commercial,27,4,javascript
ASIAN ESTATES,13,2,javascript
SANJEEVINI RESIDENCY,20,2,javascript
SUNDEW HOMES,12,2,javascript
R K Residency,13,3,javascript
PRM/KA/RERA/1251/446/PR/190130/002312,37,1,javascript
PRM/KA/RERA/1268/380/PR/110522/004865,37,1,javascript
BHAVANI BUILDERS,16,2,javascript
PR/KN/180312/002852,19,1,javascript
Yash Elite Spaces,17,3,javascript
SRIPARVATA and BEST REALTY,26,4,javascript
PRM/KA/RERA/1265/339/PR/171215/001534,37,1,javascript
PRM/KA/RERA/1268/378/PR/281022/005368,37,1,javascript
ACK/KA/RERA/1257/334/PR/251122/006558,37,1,javascript
YESH SERENITY PHASE-03,22,3,javascript
ACK/KA/RERA/1250/304/PR/190710/003416,37,1,javascript
THills formerly known as Jaganmata Property Developers Private Limited,70,9,javascript
VASANT CONSTRUCTIONS PRIVATE LIMITED,36,4,javascript
PRM/KA/RERA/1251/310/PR/180120/001454,37,1,javascript
Devanahalli Phase II Plots,26,4,javascript
KNS ATHENA,10,2,javascript
ACK/KA/RERA/1273/318/PR/180920/002639,37,1,javascript
ACK/KA/RERA/1251/309/PR/191222/006626,37,1,javascript
ACK/KA/RERA/1267/374/PR/061023/007494,37,1,javascript
Rai Buildtech,13,2,javascript
SAISH REGENCY,13,2,javascript
ACK/KA/RERA/1251/310/PR/180518/002256,37,1,javascript
DTS Badavane,12,2,javascript
PR/KN/170730/000437,19,1,javascript
Ravi L,6,2,javascript
ACK/KA/RERA/1262/430/PR/180920/002640,37,1,javascript
ACK/KA/RERA/1250/303/PR/200716/004136,37,1,javascript
SHREE VISHNUMOORTHY BUILDERS AND DEVELOPERS,43,5,javascript
PRM/KA/RERA/1251/310/PR/030424/006769,37,1,javascript
ACK/KA/RERA/1251/308/PR/191031/003657,37,1,javascript
THE SOLITAIRE,13,2,javascript
vibha sannidhi,14,2,javascript
MALAPANAGUDI LAYOUT,19,2,javascript
YOGISHA,7,1,javascript
Merusri Sunlit Grove,20,3,javascript
PRM/KA/RERA/1267/375/PR/210302/003973,37,1,javascript
Adisesh Green City Phase 4,26,5,javascript
PR/KN/180124/002523,19,1,javascript
Marpalli Builders and developers,32,4,javascript
PRM/KA/RERA/1259/479/PR/081223/006464,37,1,javascript
PRM/KA/RERA/1251/446/PR/200323/003368,37,1,javascript
MODERN SPAACES,14,2,javascript
H Arif Ahamed,13,3,javascript
PRM/KA/RERA/1251/310/PR/050822/005133,37,1,javascript
SAI GREENWOODS-PHASE2,21,2,javascript
URBAN SERENITY,14,2,javascript
VISHALA AND ADIGA CONSTRUCTIONS,31,4,javascript
PR/KN/170821/001405,19,1,javascript
Excel Stone Developers,22,3,javascript
DLR URBAN PROJEUCTES,20,3,javascript
Khimjibhai Builders &amp; Developers,36,4,javascript
SAMPOORNA LAYOUT,16,2,javascript
PRM/KA/RERA/1257/334/PR/180319/001726,37,1,javascript
PRM/KA/RERA/1249/447/PR/210302/003969,37,1,javascript
ACK/KA/RERA/1274/350/PR/211025/005381,37,1,javascript
PRM/KA/RERA/1248/469/PR/181122/005476,37,1,javascript
King George Avenue,18,3,javascript
ACK/KA/RERA/1251/446/PR/120724/008326,37,1,javascript
SRI SAI VED ENCLAVE,19,4,javascript
PRM/KA/RERA/1257/334/PR/211223/006506,37,1,javascript
PURVI ARVINDAM,14,2,javascript
UNITED DREAMS,13,2,javascript
PR/KN/170730/000173,19,1,javascript
PRM/KA/RERA/1251/308/PR/181223/006499,37,1,javascript
PRM/KA/RERA/1248/440/PR/200310/003336,37,1,javascript
ACK/KA/RERA/1263/419/PR/180820/002561,37,1,javascript
EARTH AROMA PHASE-2,19,3,javascript
PRM/KA/RERA/1263/419/PR/191220/003071,37,1,javascript
SImhadri Estates,16,2,javascript
PRM/KA/RERA/1267/484/PR/230522/004911,37,1,javascript
Venugram Infraventures Pvt Ltd,30,4,javascript
ACK/KA/RERA/1268/378/PR/140922/006349,37,1,javascript
ACK/KA/RERA/1251/310/PR/240522/005987,37,1,javascript
ACK/KA/RERA/1248/469/PR/050323/006917,37,1,javascript
